 (    -5.433+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (    -0.861+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.245+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.176+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.139+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.102+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.088+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.078+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (    -0.065+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
 (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)  (     0.000+     0.000j)
