#L=7 M=-1
#R     Re(V)   Im(V)

0.08046609183  3.396999588e-11  2.27744757e-11
0.2612261349  1.291089779e-07  8.655492948e-08
0.5220750502  1.645093685e-05  1.102482654e-05
0.8347210423  0.0004398287469  0.0002945510243
1.165278958  0.004551112183  0.003044838093
1.47792495  0.02406205913  0.01608121203
1.738773865  0.07516345427  0.05018981871
1.919533908  0.1503160292  0.100319086
2  0.2002048864  0.133739741
2.080466092  0.1461243054  0.09753962075
2.261226135  0.07492973697  0.05008000681
2.52207505  0.03121806989  0.02093432125
2.834721042  0.01228765054  0.008315913775
3.165278958  0.005279031348  0.003676843051
3.47792495  0.002911246806  0.002181404069
3.738773865  0.002291982564  0.001896631366
3.919533908  0.002293612758  0.00203012163
4  0.002385557616  0.002164634011
4.080466092  0.002020250297  0.001834552847
4.261226135  0.001402840575  0.001276077911
4.52207505  0.0008445316663  0.0007701430762
4.834721042  0.0004712196208  0.0004310453815
5.165278958  0.0002604148134  0.0002390409928
5.47792495  0.0001512743549  0.0001393555732
5.738773865  9.712976559e-05  8.977231374e-05
5.919533908  7.174779051e-05  6.647932145e-05
6  6.27512846e-05  5.821242626e-05
6.080466092  5.490659295e-05  5.099811045e-05
6.261226135  4.072566586e-05  3.793955024e-05
6.52207505  2.650435923e-05  2.481281014e-05
6.834721042  1.582377887e-05  1.49207663e-05
7.165278958  9.107396446e-06  8.672939888e-06
7.47792495  5.321792103e-06  5.133008147e-06
7.738773865  3.333566755e-06  3.263290965e-06
7.919533908  2.371644049e-06  2.353967358e-06
8  2.026119887e-06  2.026172987e-06
8.080466092  1.723086072e-06  1.738013231e-06
8.261226135  1.172250885e-06  1.212065563e-06
8.52207505  6.202197681e-07  6.806335278e-07
8.834721042  2.152254618e-07  2.852402708e-07
9.165278958  -2.284556821e-08  4.733602259e-08
9.47792495  -1.399179889e-07  -7.432540504e-08
9.738773865  -1.887213025e-07  -1.285657687e-07
9.919533908  -2.056419365e-07  -1.495977273e-07
10  -2.099247365e-07  -1.557393603e-07
10.08046609  -2.12586175e-07  -1.602591112e-07
10.26122613  -2.137829994e-07  -1.655785535e-07
10.52207505  -2.071814192e-07  -1.646665275e-07
10.83472104  -1.91720312e-07  -1.554432503e-07
11.16527896  -1.713770736e-07  -1.409027165e-07
11.47792495  -1.51287926e-07  -1.255478726e-07
11.73877387  -1.350562281e-07  -1.12739179e-07
11.91953391  -1.243782161e-07  -1.041743315e-07
12  -1.198056566e-07  -1.004788131e-07
12.08046609  -1.153522526e-07  -9.686511404e-08
12.26122613  -1.057998248e-07  -8.906968726e-08
12.52207505  -9.31454528e-08  -7.86602285e-08
12.83472104  -7.972130688e-08  -6.752792196e-08
13.16527896  -6.747805308e-08  -5.730432789e-08
13.47792495  -5.757106164e-08  -4.898730443e-08
13.73877387  -5.041443691e-08  -4.29564259e-08
13.91953391  -4.59862086e-08  -3.921565422e-08
14  -4.414407399e-08  -3.765750847e-08
14.08046609  -4.237730096e-08  -3.616202492e-08
14.26122613  -3.866853402e-08  -3.301934727e-08
14.52207505  -3.389918854e-08  -2.897134167e-08
14.83472104  -2.898172905e-08  -2.478999427e-08
15.16527896  -2.459298209e-08  -2.105182325e-08
15.47792495  -2.108948529e-08  -1.806343409e-08
15.73877387  -1.857590129e-08  -1.591713094e-08
15.91953391  -1.702463212e-08  -1.459159009e-08
16  -1.637970056e-08  -1.404029419e-08
16.08046609  -1.576118081e-08  -1.351146034e-08
16.26122613  -1.446227947e-08  -1.240053579e-08
16.52207505  -1.278898693e-08  -1.096867816e-08
16.83472104  -1.105672262e-08  -9.485508523e-09
17.16527896  -9.500622821e-09  -8.152445173e-09
17.47792495  -8.248213678e-09  -7.079053294e-09
17.73877387  -7.342081449e-09  -6.302173768e-09
17.91953391  -6.778889346e-09  -5.819204957e-09
18  -6.543715095e-09  -5.617504823e-09
18.08046609  -6.31755023e-09  -5.42351791e-09
18.26122613  -5.840443427e-09  -5.014248248e-09
18.52207505  -5.220941267e-09  -4.482741847e-09
18.83472104  -4.572745402e-09  -3.926513581e-09
19.16527896  -3.983243068e-09  -3.420561638e-09
19.47792495  -3.502753687e-09  -3.008111144e-09
19.73877387  -3.151111837e-09  -2.706229404e-09
19.91953391  -2.930603278e-09  -2.516910548e-09
20  -2.838037562e-09  -2.437434594e-09
20.08046609  -2.748730261e-09  -2.360754548e-09
20.26122613  -2.559350205e-09  -2.1981456e-09
20.52207505  -2.311278265e-09  -1.985130447e-09
20.83472104  -2.04874258e-09  -1.759682313e-09
21.16527896  -1.806924369e-09  -1.552013523e-09
21.47792495  -1.607322749e-09  -1.380591702e-09
21.73877387  -1.459610916e-09  -1.253729553e-09
21.91953391  -1.366193856e-09  -1.173496612e-09
22  -1.326783083e-09  -1.139647551e-09
22.08046609  -1.288644248e-09  -1.106890706e-09
22.26122613  -1.207375797e-09  -1.037089802e-09
22.52207505  -1.100051454e-09  -9.449082399e-10
22.83472104  -9.852788149e-10  -8.463275807e-10
23.16527896  -8.783397495e-10  -7.544738607e-10
23.47792495  -7.890672289e-10  -6.777935417e-10
23.73877387  -7.223459091e-10  -6.204829381e-10
23.91953391  -6.798319413e-10  -5.839651241e-10
24  -6.618173172e-10  -5.684912233e-10
24.08046609  -6.443376146e-10  -5.534767716e-10
24.26122613  -6.069318647e-10  -5.213464512e-10
24.52207505  -5.571802416e-10  -4.786112414e-10
