#L=3 M=-3
#R     Re(V)   Im(V)

0.08046609183  -3.490016216e-05  2.408327235e-05
0.2612261349  -0.001194773047  0.0008241422029
0.5220750502  -0.009555209519  0.00658260797
0.8347210423  -0.03919994698  0.02693527116
1.165278958  -0.1072332121  0.07340452348
1.47792495  -0.220144697  0.1500503354
1.738773865  -0.3605136143  0.2447824663
1.919533908  -0.4869351017  0.3297457429
2  -0.5514034013  0.373179896
2.080466092  -0.4694613254  0.3185743222
2.261226135  -0.3332827165  0.2281730806
2.52207505  -0.2121171259  0.1477277403
2.834721042  -0.1307443895  0.09368431517
3.165278958  -0.08372828634  0.06252449602
3.47792495  -0.05893583514  0.04629046157
3.738773865  -0.04687377509  0.0386621611
3.919533908  -0.04162232901  0.03556228223
4  -0.03992410778  0.03464223694
4.080466092  -0.03607648534  0.03148120959
4.261226135  -0.02879912669  0.02546742062
4.52207505  -0.02090872234  0.01887994279
4.834721042  -0.01433230742  0.01331132034
5.165278958  -0.00966542068  0.009290633205
5.47792495  -0.006681210598  0.006669631947
5.738773865  -0.004916641722  0.005089730071
5.919533908  -0.003976423421  0.004233983357
6  -0.003617866243  0.003904210127
6.080466092  -0.003291482192  0.003602030592
6.261226135  -0.002660808328  0.003011620388
6.52207505  -0.001954888795  0.002337228597
6.834721042  -0.001346183901  0.001738219618
7.165278958  -0.0009013253887  0.001283281311
7.47792495  -0.0006107760379  0.0009724360034
7.738773865  -0.0004368356952  0.0007773927575
7.919533908  -0.0003436527273  0.000668496939
8  -0.0003080644485  0.00062577623
8.080466092  -0.0002756631238  0.0005862046272
8.261226135  -0.0002131044244  0.0005075388419
8.52207505  -0.000143389884  0.000414981833
8.834721042  -8.399873608e-05  0.0003294570201
9.165278958  -4.16162514e-05  0.0002614260705
9.47792495  -1.496284872e-05  0.0002126140357
9.738773865  2.179730254e-07  0.0001805400727
9.919533908  7.933413669e-06  0.0001619518345
10  1.076755311e-05  0.0001544911261
10.08046609  1.32786763e-05  0.0001474819662
