#L=6 M=-4
#R     Re(V)   Im(V)

0.08046609183  1.814834497e-09  2.023439048e-15
0.2612261349  2.124828399e-06  6.002601577e-16
0.5220750502  0.000135465244  2.381337415e-16
0.8347210423  0.00226509673  1.320775472e-16
1.165278958  0.01678805664  6.837171411e-17
1.47792495  0.06997901365  2.648898073e-17
1.738773865  0.1857982046  1.081120347e-16
1.919533908  0.3365824437  2.959515783e-11
2  0.4304976465  -4.62086052e-07
2.080466092  0.3267989823  1.592364796e-11
2.261226135  0.182511821  1.824057401e-16
2.52207505  0.08567393561  -1.651047435e-17
2.834721042  0.03970096266  -9.312427556e-18
3.165278958  0.02237342945  -3.18197795e-18
3.47792495  0.01855383202  -4.650592223e-18
3.738773865  0.02082535215  -7.768578112e-18
3.919533908  0.02480572098  -9.644083681e-18
4  0.02720238223  -1.406164715e-17
4.080466092  0.02342834327  -1.130205516e-17
4.261226135  0.01685333278  -5.331680144e-18
4.52207505  0.01061264029  -5.114092588e-18
4.834721042  0.006192480202  -5.026839352e-18
5.165278958  0.003548809516  -3.878583631e-18
5.47792495  0.002109985072  -1.388487874e-18
5.738773865  0.001368476219  1.050127897e-19
5.919533908  0.001012066633  1.987316697e-19
6  0.0008840933422  -2.927893001e-19
6.080466092  0.0007717221089  -3.984042412e-20
6.261226135  0.0005665877392  -7.639840749e-19
6.52207505  0.0003581126495  -3.295681878e-19
6.834721042  0.0001999110557  -1.289856659e-18
7.165278958  0.0001004014461  -5.011918307e-19
7.47792495  4.518471348e-05  1.553990249e-19
7.738773865  1.712518972e-05  2.545422793e-19
7.919533908  4.124470825e-06  -4.292628114e-19
8  -3.806756893e-07  -2.459806704e-19
8.080466092  -4.227915057e-06  -8.33520435e-21
8.261226135  -1.086578593e-05  -4.522772073e-19
8.52207505  -1.67294997e-05  5.736124062e-20
8.834721042  -1.991605224e-05  -6.78993783e-20
9.165278958  -2.056760087e-05  5.702510961e-20
9.47792495  -1.976696392e-05  -1.10632492e-21
9.738773865  -1.854671965e-05  2.427854156e-19
9.919533908  -1.754933641e-05  3.975405281e-19
10  -1.708354321e-05  5.813181107e-20
10.08046609  -1.660991739e-05  2.319052187e-20
10.26122613  -1.553353171e-05  6.477839474e-19
10.52207505  -1.399552475e-05  2.653252173e-19
