#L=4 M=3
#R     Re(V)   Im(V)

0.08046609183  -1.839218254e-09  -1.839220021e-09
0.2612261349  -2.050221139e-07  -2.050221143e-07
0.5220750502  -3.309470736e-06  -3.309470736e-06
0.8347210423  -2.214924677e-05  -2.214924677e-05
1.165278958  -8.720399548e-05  -8.720399548e-05
1.47792495  -0.0002355537109  -0.0002355537109
1.738773865  -0.0004704127629  -0.0004704127629
1.919533908  -0.0007209044964  -0.0007209044964
2  -0.0008620077871  -0.0008620077871
2.080466092  -0.00102439231  -0.00102439231
2.261226135  -0.001479391692  -0.001479391692
2.52207505  -0.002410120411  -0.002410120411
2.834721042  -0.004097466111  -0.004097466111
3.165278958  -0.006811617762  -0.006811617762
3.47792495  -0.0105604294  -0.0105604294
3.738773865  -0.01480731201  -0.01480731201
3.919533908  -0.01845859565  -0.01845859565
4  -0.02028985127  -0.02028985127
4.080466092  -0.01794177758  -0.01794177758
4.261226135  -0.0136109825  -0.0136109825
4.52207505  -0.009115032739  -0.009115032739
4.834721042  -0.00558192341  -0.00558192341
5.165278958  -0.003246302904  -0.003246302904
5.47792495  -0.001865757174  -0.001865757174
5.738773865  -0.001111875797  -0.001111875797
5.919533908  -0.0007372240755  -0.0007372240755
6  -0.0006007293663  -0.0006007293663
6.080466092  -0.0004800993327  -0.0004800993327
6.261226135  -0.0002584982496  -0.0002584982496
6.52207505  -3.35114691e-05  -3.35114691e-05
6.834721042  0.0001321493317  0.0001321493317
7.165278958  0.0002268638851  0.0002268638851
7.47792495  0.0002687229403  0.0002687229403
7.738773865  0.0002812787523  0.0002812787523
7.919533908  0.0002820480348  0.0002820480348
8  0.0002808445787  0.0002808445787
8.080466092  0.0002788651905  0.0002788651905
8.261226135  0.0002721243412  0.0002721243412
8.52207505  0.0002584151367  0.0002584151367
8.834721042  0.0002384880731  0.0002384880731
9.165278958  0.0002158458756  0.0002158458756
9.47792495  0.0001945328288  0.0001945328288
9.738773865  0.0001774851991  0.0001774851991
9.919533908  0.0001662337317  0.0001662337317
10  0.0001613918663  0.0001613918663
10.08046609  0.0001566576271  0.0001566576271
10.26122613  0.0001464261529  0.0001464261529
10.52207505  0.0001326650307  0.0001326650307
10.83472104  0.0001177240912  0.0001177240912
11.16527896  0.0001036905656  0.0001036905656
11.47792495  9.196563386e-05  9.196563386e-05
11.73877387  8.323656596e-05  8.323656596e-05
11.91953391  7.770407535e-05  7.770407535e-05
