#L=1 M=0
#R     Re(V)   Im(V)

0.08046609183  -0.00491386745  0
0.2612261349  -0.01594760372  0
0.5220750502  -0.03184008222  0
0.8347210423  -0.05080017656  0
1.165278958  -0.07068058956  0
1.47792495  -0.089261753  0
1.738773865  -0.1045503871  0
1.919533908  -0.1150074462  0
2  -0.1196218182  0
2.080466092  -0.124209319  0
2.261226135  -0.1344099057  0
2.52207505  -0.1488483309  0
2.834721042  -0.1656566251  0
3.165278958  -0.1827580491  0
3.47792495  -0.1982303757  0
3.738773865  -0.2105854901  0
3.919533908  -0.2188496443  0
4  -0.2224523979  0
4.080466092  -0.215242567  0
4.261226135  -0.2003348977  0
4.52207505  -0.1814825095  0
4.834721042  -0.1622020167  0
5.165278958  -0.1449074528  0
5.47792495  -0.1308761563  0
5.738773865  -0.1205918603  0
5.919533908  -0.1141173999  0
6  -0.1113907142  0
6.080466092  -0.1087539607  0
6.261226135  -0.103139346  0
6.52207505  -0.09572520186  0
6.834721042  -0.08778306959  0
7.165278958  -0.08035359951  0
7.47792495  -0.07411505918  0
7.738773865  -0.06942134018  0
7.919533908  -0.06641265855  0
8  -0.06513284267  0
8.080466092  -0.06388792957  0
8.261226135  -0.06121260067  0
8.52207505  -0.05762693905  0
8.834721042  -0.05371506321  0
9.165278958  -0.04998375994  0
9.47792495  -0.04679165664  0
9.738773865  -0.04435115192  0
9.919533908  -0.04276783133  0
10  -0.04208959238  0
10.08046609  -0.04142704338  0
10.26122613  -0.03999353244  0
10.52207505  -0.0380504282  0
10.83472104  -0.03589992894  0
11.16527896  -0.0338163409  0
11.47792495  -0.03200656142  0
11.73877387  -0.03060458678  0
11.91953391  -0.02968600737  0
12  -0.02929025732  0
12.08046609  -0.02890231745  0
12.26122613  -0.0280582953  0
12.52207505  -0.02690366778  0
12.83472104  -0.02561087416  0
13.16527896  -0.02434243561  0
13.47792495  -0.02322723707  0
13.73877387  -0.02235426695  0
13.91953391  -0.02177781669  0
14  -0.02152834173  0
14.08046609  -0.02128312136  0
14.26122613  -0.02074727935  0
14.52207505  -0.02000894217  0
14.83472104  -0.01917471495  0
15.16527896  -0.01834813236  0
15.47792495  -0.01761451858  0
15.73877387  -0.01703557484  0
15.91953391  -0.01665095787  0
16  -0.01648391945  0
16.08046609  -0.01631938088  0
16.26122613  -0.01595862092  0
16.52207505  -0.01545873461  0
16.83472104  -0.01488992061  0
17.16527896  -0.01432199063  0
17.47792495  -0.01381420855  0
17.73877387  -0.0134109321  0
17.91953391  -0.0131417431  0
18  -0.01302451243  0
18.08046609  -0.01290884325  0
18.26122613  -0.01265455492  0
18.52207505  -0.01230063892  0
18.83472104  -0.01189566585  0
19.16527896  -0.01148886174  0
19.47792495  -0.01112300225  0
19.73877387  -0.01083096439  0
19.91953391  -0.01063528583  0
20  -0.01054988038  0
20.08046609  -0.01046549954  0
20.26122613  -0.0102795978  0
20.52207505  -0.01001993864  0
20.83472104  -0.009721477095  0
21.16527896  -0.009420190147  0
21.47792495  -0.009147934364  0
21.73877387  -0.008929715093  0
21.91953391  -0.008783044209  0
22  -0.008718912917  0
22.08046609  -0.00865548147  0
22.26122613  -0.008515488098  0
22.52207505  -0.008319379046  0
22.83472104  -0.008093125947  0
23.16527896  -0.007863803547  0
23.47792495  -0.007655759943  0
23.73877387  -0.007488436686  0
23.91953391  -0.007375684046  0
24  -0.007326309257  0
24.08046609  -0.007277428605  0
24.26122613  -0.007169390566  0
24.52207505  -0.007017675754  0
24.83472104  -0.006842095966  0
25.16527896  -0.006663528143  0
25.47792495  -0.006500991926  0
25.73877387  -0.006369891374  0
25.91953391  -0.006281355302  0
26  -0.006242535765  0
26.08046609  -0.006204074984  0
26.26122613  -0.006118961724  0
26.52207505  -0.005999191651  0
26.83472104  -0.005860215215  0
27.16527896  -0.00571846408  0
27.47792495  -0.005589074129  0
27.73877387  -0.005484451695  0
27.91953391  -0.005413665377  0
28  -0.005382594623  0
28.08046609  -0.005351790591  0
28.26122613  -0.005283548954  0
28.52207505  -0.005187349376  0
28.83472104  -0.005075469561  0
29.16527896  -0.004961071276  0
29.47792495  -0.00485639405  0
29.73877387  -0.004771573511  0
29.91953391  -0.004714092376  0
30  -0.004688837984  0
30.08046609  -0.00466378599  0
30.26122613  -0.004608235807  0
30.52207505  -0.004529806225  0
30.83472104  -0.004438412766  0
31.16527896  -0.004344759074  0
31.47792495  -0.004258881388  0
31.73877387  -0.004189164803  0
31.91953391  -0.004141852739  0
32  -0.00412104901  0
32.08046609  -0.004100401627  0
32.26122613  -0.004054581153  0
32.52207505  -0.003989801054  0
32.83472104  -0.003914182529  0
33.16527896  -0.003836546152  0
33.47792495  -0.003765222742  0
33.73877387  -0.003707226708  0
33.91953391  -0.003667819745  0
34  -0.0036504794  0
34.08046609  -0.003633261734  0
34.26122613  -0.003595025153  0
34.52207505  -0.00354090236  0
34.83472104  -0.003477627504  0
35.16527896  -0.003412554549  0
35.47792495  -0.003352673909  0
35.73877387  -0.003303911754  0
35.91953391  -0.003270742474  0
36  -0.003256137489  0
36.08046609  -0.00324163011  0
36.26122613  -0.003209391999  0
36.52207505  -0.003163711309  0
36.83472104  -0.003110233291  0
37.16527896  -0.003055152845  0
37.47792495  -0.003004392448  0
37.73877387  -0.0029630035  0
37.91953391  -0.002934821926  0
38  -0.002922405946  0
38.08046609  -0.00291006859  0
38.26122613  -0.002882637082  0
38.52207505  -0.002843730199  0
38.83472104  -0.002798126576  0
39.16527896  -0.0027510931  0
39.47792495  -0.002707691003  0
39.73877387  -0.002672260611  0
39.91953391  -0.002648114822  0
40  -0.002637471366  0
40.08046609  -0.002626891949  0
40.26122613  -0.002603357089  0
40.52207505  -0.002569948278  0
40.83472104  -0.002530745946  0
41.16527896  -0.002490265263  0
41.47792495  -0.002452865265  0
41.73877387  -0.002422302415  0
41.91953391  -0.002401457171  0
42  -0.002392264278  0
42.08046609  -0.002383124069  0
42.26122613  -0.002362781434  0
42.52207505  -0.002333881689  0
42.83472104  -0.002299936525  0
43.16527896  -0.002264845766  0
43.47792495  -0.00223239026  0
43.73877387  -0.00220584264  0
43.91953391  -0.00218772279  0
44  -0.002179728402  0
44.08046609  -0.002171777754  0
44.26122613  -0.00215407517  0
44.52207505  -0.002128908232  0
44.83472104  -0.00209932072  0
45.16527896  -0.002068703943  0
45.47792495  -0.002040358374  0
45.73877387  -0.002017152346  0
45.91953391  -0.002001302757  0
46  -0.001994307271  0
46.08046609  -0.001987348401  0
46.26122613  -0.001971848104  0
46.52207505  -0.001949797822  0
46.83472104  -0.001923852892  0
47.16527896  -0.001896980739  0
47.47792495  -0.001872079454  0
47.73877387  -0.001851676929  0
47.91953391  -0.001837733642  0
48  -0.001831577338  0
48.08046609  -0.001825451917  0
48.26122613  -0.001811803245  0
48.52207505  -0.001792375528  0
48.83472104  -0.001769498967  0
49.16527896  -0.001745784852  0
49.47792495  -0.001723791683  0
49.73877387  -0.001705758664  0
49.91953391  -0.001693427829  0
50  -0.001687981674  0
50.08046609  -0.00168256175  0
50.26122613  -0.001670481144  0
50.52207505  -0.001653276059  0
50.83472104  -0.001633002489  0
51.16527896  -0.001611970328  0
51.47792495  -0.001592449509  0
51.73877387  -0.001576432832  0
51.91953391  -0.001565475106  0
52  -0.001560633944  0
52.08046609  -0.001555815205  0
52.26122613  -0.001545071375  0
52.52207505  -0.001529762407  0
52.83472104  -0.001511711436  0
53.16527896  -0.001492971585  0
53.47792495  -0.001475566005  0
53.73877387  -0.001461275927  0
53.91953391  -0.001451494776  0
54  -0.001447172217  0
54.08046609  -0.001442868939  0
54.26122613  -0.001433271712  0
54.52207505  -0.001419590171  0
54.83472104  -0.00140344843  0
55.16527896  -0.001386679511  0
55.47792495  -0.001371094279  0
