#L=5 M=0
#R     Re(V)   Im(V)

0.08046609183  -4.336960709e-10  0
0.2612261349  -1.563007798e-07  0
0.5220750502  -4.987365511e-06  0
0.8347210423  -5.219066704e-05  0
1.165278958  -0.0002773863829  0
1.47792495  -0.0009130451134  0
1.738773865  -0.002064141337  0
1.919533908  -0.003392394752  0
2  -0.004170141948  0
2.080466092  -0.005085026555  0
2.261226135  -0.007733272245  0
2.52207505  -0.01340348916  0
2.834721042  -0.02416967942  0
3.165278958  -0.04220069718  0
3.47792495  -0.06796601757  0
3.738773865  -0.09801893184  0
3.919533908  -0.124489036  0
4  -0.1379770552  0
4.080466092  -0.1221740176  0
4.261226135  -0.09368866681  0
4.52207505  -0.06499930406  0
4.834721042  -0.0429704899  0
5.165278958  -0.02845849526  0
5.47792495  -0.01969054729  0
5.738773865  -0.01469121919  0
5.919533908  -0.01207811482  0
6  -0.01108938774  0
6.080466092  -0.01019241556  0
6.261226135  -0.008464884593  0
6.52207505  -0.00653181126  0
6.834721042  -0.004849057011  0
7.165278958  -0.003589415149  0
7.47792495  -0.002734594174  0
7.738773865  -0.002198448892  0
7.919533908  -0.00189825532  0
8  -0.00178015317  0
8.080466092  -0.001670524898  0
8.261226135  -0.001451728397  0
8.52207505  -0.001192235713  0
8.834721042  -0.0009494916764  0
9.165278958  -0.0007533736258  0
9.47792495  -0.0006103354906  0
9.738773865  -0.0005149799391  0
9.919533908  -0.0004591328007  0
10  -0.0004365863846  0
10.08046609  -0.0004153333993  0
10.26122613  -0.0003718806313  0
10.52207505  -0.0003182583206  0
10.83472104  -0.0002655483672  0
11.16527896  -0.0002206463298  0
11.47792495  -0.0001862080609  0
11.73877387  -0.000162249604  0
11.91953391  -0.0001477690738  0
12  -0.0001418164119  0
12.08046609  -0.0001361443881  0
12.26122613  -0.0001243492136  0
12.52207505  -0.0001093820247  0
12.83472104  -9.414959849e-05  0
13.16527896  -8.068409095e-05  0
13.47792495  -6.998783181e-05  0
13.73877387  -6.232214668e-05  0
13.91953391  -5.758635417e-05  0
14  -5.561491401e-05  0
14.08046609  -5.372222896e-05  0
14.26122613  -4.973935169e-05  0
14.52207505  -4.458586059e-05  0
14.83472104  -3.921193905e-05  0
15.16527896  -3.433630283e-05  0
15.47792495  -3.036648433e-05  0
15.73877387  -2.746101631e-05  0
15.91953391  -2.563788563e-05  0
16  -2.487210762e-05  0
16.08046609  -2.413295313e-05  0
16.26122613  -2.25642066e-05  0
16.52207505  -2.050567333e-05  0
16.83472104  -1.83209578e-05  0
17.16527896  -1.63009102e-05  0
17.47792495  -1.462604414e-05  0
17.73877387  -1.338102681e-05  0
17.91953391  -1.259069873e-05  0
18  -1.225650171e-05  0
18.08046609  -1.193261846e-05  0
18.26122613  -1.124080133e-05  0
18.52207505  -1.032329691e-05  0
18.83472104  -9.336428867e-06  0
19.16527896  -8.410617557e-06  0
19.47792495  -7.632198116e-06  0
19.73877387  -7.046539267e-06  0
19.91953391  -6.671394517e-06  0
20  -6.511927464e-06  0
20.08046609  -6.356891267e-06  0
20.26122613  -6.024056778e-06  0
20.52207505  -5.578927134e-06  0
20.83472104  -5.095035533e-06  0
21.16527896  -4.6358056e-06  0
21.47792495  -4.245336877e-06  0
21.73877387  -3.948696039e-06  0
21.91953391  -3.757291073e-06  0
22  -3.675582244e-06  0
22.08046609  -3.595939177e-06  0
22.26122613  -3.424256612e-06  0
22.52207505  -3.193075579e-06  0
22.83472104  -2.939572628e-06  0
23.16527896  -2.696697889e-06  0
23.47792495  -2.488275886e-06  0
23.73877387  -2.32866284e-06  0
23.91953391  -2.225049906e-06  0
24  -2.180662575e-06  0
24.08046609  -2.137304903e-06  0
24.26122613  -2.043521085e-06  0
24.52207505  -1.916514152e-06  0
24.83472104  -1.776230663e-06  0
25.16527896  -1.640757415e-06  0
25.47792495  -1.523597986e-06  0
25.73877387  -1.433268263e-06  0
25.91953391  -1.374331255e-06  0
26  -1.349007727e-06  0
26.08046609  -1.324226915e-06  0
26.26122613  -1.270470131e-06  0
26.52207505  -1.197317695e-06  0
26.83472104  -1.116019633e-06  0
27.16527896  -1.036977385e-06  0
27.47792495  -9.681678772e-07  0
27.73877387  -9.1480954e-07  0
27.91953391  -8.798431346e-07  0
28  -8.647808016e-07  0
28.08046609  -8.500184455e-07  0
28.26122613  -8.179150744e-07  0
28.52207505  -7.740472848e-07  0
28.83472104  -7.250361565e-07  0
29.16527896  -6.77107108e-07  0
29.47792495  -6.351447628e-07  0
