#L=5 M=3
#R     Re(V)   Im(V)

0.08046609183  -3.069145878e-08  -2.068977729e-08
0.2612261349  -1.107013041e-05  -7.461177657e-06
0.5220750502  -0.0003532755445  -0.0002379559682
0.8347210423  -0.003697509876  -0.002487439028
1.165278958  -0.0196532228  -0.01319779182
1.47792495  -0.06467461112  -0.0433459217
1.738773865  -0.1461162555  -0.0977652073
1.919533908  -0.2399466236  -0.1603717192
2  -0.2945674336  -0.1969569961
2.080466092  -0.2322047389  -0.155208178
2.261226135  -0.1398446754  -0.09356446972
2.52207505  -0.07107279114  -0.04748991494
2.834721042  -0.03283944509  -0.02152586986
3.165278958  -0.01316610212  -0.007608790988
3.47792495  -0.001966469533  0.001004725297
3.738773865  0.005570909515  0.007378989835
3.919533908  0.01070683177  0.01200193611
4  0.01307752404  0.01419637613
4.080466092  0.01140202659  0.01236976028
4.261226135  0.008394201215  0.009095281061
4.52207505  0.005404720107  0.005847783019
4.834721042  0.003176218511  0.003432774868
5.165278958  0.001781575136  0.001924771908
5.47792495  0.0009981650567  0.001079167772
5.738773865  0.0005883134891  0.0006372956051
5.919533908  0.0003910074499  0.000424709361
6  0.0003204405587  0.0003486967924
6.080466092  0.0002587565407  0.0002822592141
6.261226135  0.0001473773631  0.0001623047655
6.52207505  3.756315999e-05  4.401613451e-05
6.834721042  -4.015787344e-05  -3.978266242e-05
7.165278958  -8.240378234e-05  -8.546538641e-05
7.47792495  -9.97660501e-05  -0.0001043974778
7.738773865  -0.0001041640817  -0.0001093543069
7.919533908  -0.0001037967923  -0.0001091179373
8  -0.0001029922973  -0.0001083230306
8.080466092  -0.0001018749306  -0.0001071912001
8.261226135  -9.846778598e-05  -0.0001036814818
8.52207505  -9.20819344e-05  -9.702854422e-05
8.834721042  -8.330499051e-05  -8.783007911e-05
9.165278958  -7.3747344e-05  -7.778284332e-05
9.47792495  -6.505245959e-05  -6.862801009e-05
9.738773865  -5.828195322e-05  -6.149336887e-05
9.919533908  -5.389867672e-05  -5.687234599e-05
