#L=5 M=-1
#R     Re(V)   Im(V)

0.08046609183  -2.84844837e-08  -1.922472527e-08
0.2612261349  -1.027414884e-05  -6.932907836e-06
0.5220750502  -0.0003278793296  -0.000221114148
0.8347210423  -0.003431824242  -0.002311516329
1.165278958  -0.01824202934  -0.01226546158
1.47792495  -0.06003474984  -0.04028822048
1.738773865  -0.1356429708  -0.09087859854
1.919533908  -0.2227598462  -0.1490878003
2  -0.2734759972  -0.1831058784
2.080466092  -0.2159144297  -0.1446294661
2.261226135  -0.1309225415  -0.08807539682
2.52207505  -0.06839709335  -0.04656359255
2.834721042  -0.03527134367  -0.02479700832
3.165278958  -0.02104671858  -0.01590164823
3.47792495  -0.01663391563  -0.01388312374
3.738773865  -0.01684429386  -0.01517033676
3.919533908  -0.01856125438  -0.01736222074
4  -0.0196994613  -0.01866360554
4.080466092  -0.01723502698  -0.01633907967
4.261226135  -0.01281659687  -0.01216752306
4.52207505  -0.00842542148  -0.008015224931
4.834721042  -0.005138805046  -0.004901280015
5.165278958  -0.003059737752  -0.002927163302
5.47792495  -0.001869905668  -0.001794911727
5.738773865  -0.001231661783  -0.001186313156
5.919533908  -0.0009162323175  -0.0008850304108
6  -0.0008012378435  -0.0007750776544
6.080466092  -0.0006993902688  -0.0006776310214
6.261226135  -0.0005110750172  -0.000497254928
6.52207505  -0.0003159213246  -0.0003099470311
6.834721042  -0.0001646970882  -0.0001643497103
7.165278958  -6.802713678e-05  -7.086163136e-05
7.47792495  -1.409414569e-05  -1.838201453e-05
7.738773865  1.305991365e-05  8.254698857e-06
7.919533908  2.536323534e-05  2.043681235e-05
8  2.952828734e-05  2.459298736e-05
8.080466092  3.301568705e-05  2.809377793e-05
8.261226135  3.877380004e-05  3.394685561e-05
8.52207505  4.321140197e-05  3.863173117e-05
8.834721042  4.450861047e-05  4.031919249e-05
9.165278958  4.305002435e-05  3.931387798e-05
9.47792495  4.02371011e-05  3.692678458e-05
9.738773865  3.737498406e-05  3.44017909e-05
9.919533908  3.527569851e-05  3.252261573e-05
10  3.433101636e-05  3.167197911e-05
10.08046609  3.338635102e-05  3.08188464e-05
10.26122613  3.128239814e-05  2.891119222e-05
10.52207505  2.834143191e-05  2.623068586e-05
10.83472104  2.503944273e-05  2.320635094e-05
11.16527896  2.186714564e-05  2.028938558e-05
11.47792495  1.918517785e-05  1.78162038e-05
11.73877387  1.718020972e-05  1.5963695e-05
11.91953391  1.590935534e-05  1.47880354e-05
12  1.537349904e-05  1.429200361e-05
12.08046609  1.485544745e-05  1.381228254e-05
12.26122613  1.375432768e-05  1.279209531e-05
12.52207505  1.23093932e-05  1.145230262e-05
12.83472104  1.078196776e-05  1.003478953e-05
13.16527896  9.382118206e-06  8.734629973e-06
