#L=4 M=1
#R     Re(V)   Im(V)

0.08046609183  -6.95159068e-10  6.951558607e-10
0.2612261349  -7.749107571e-08  7.749107541e-08
0.5220750502  -1.250862363e-06  1.250862363e-06
0.8347210423  -8.371628384e-06  8.371628384e-06
1.165278958  -3.296001219e-05  3.29600122e-05
1.47792495  -8.903093422e-05  8.903093421e-05
1.738773865  -0.000177799312  0.000177799312
1.919533908  -0.0002724762881  0.0002724762881
2  -0.000325808319  0.000325808319
2.080466092  -0.0003871838998  0.0003871838998
2.261226135  -0.0005591575011  0.0005591575011
2.52207505  -0.0009109398911  0.0009109398911
2.834721042  -0.001548696619  0.001548696619
3.165278958  -0.002574549518  0.002574549518
3.47792495  -0.003991467133  0.003991467133
3.738773865  -0.00559663788  0.00559663788
3.919533908  -0.006976693379  0.006976693379
4  -0.007668842941  0.007668842941
4.080466092  -0.006781354508  0.006781354508
4.261226135  -0.005144467827  0.005144467827
4.52207505  -0.003445158546  0.003445158546
4.834721042  -0.00210976874  0.00210976874
5.165278958  -0.001226987166  0.001226987166
5.47792495  -0.0007051899272  0.0007051899272
5.738773865  -0.0004202495497  0.0004202495497
5.919533908  -0.0002786445092  0.0002786445092
6  -0.0002270543583  0.0002270543583
6.080466092  -0.0001814604913  0.0001814604913
6.261226135  -9.77031547e-05  9.77031547e-05
6.52207505  -1.266614476e-05  1.266614476e-05
6.834721042  4.994775253e-05  -4.994775253e-05
7.165278958  8.574648878e-05  -8.574648878e-05
7.47792495  0.0001015677245  -0.0001015677245
7.738773865  0.0001063133754  -0.0001063133754
7.919533908  0.0001066041368  -0.0001066041368
8  0.0001061492732  -0.0001061492732
8.080466092  0.0001054011348  -0.0001054011348
8.261226135  0.0001028533332  -0.0001028533332
8.52207505  9.767174096e-05  -9.767174096e-05
8.834721042  9.014001886e-05  -9.014001886e-05
9.165278958  8.158207262e-05  -8.158207262e-05
9.47792495  7.352649813e-05  -7.352649813e-05
9.738773865  6.708309974e-05  -6.708309974e-05
9.919533908  6.283044481e-05  -6.283044481e-05
10  6.100039168e-05  -6.100039168e-05
10.08046609  5.921101748e-05  -5.921101748e-05
10.26122613  5.534388371e-05  -5.534388371e-05
10.52207505  5.014266842e-05  -5.014266842e-05
10.83472104  4.449552409e-05  -4.449552409e-05
11.16527896  3.919135e-05  -3.919135e-05
11.47792495  3.475974234e-05  -3.475974234e-05
11.73877387  3.146046479e-05  -3.146046479e-05
11.91953391  2.936937989e-05  -2.936937989e-05
12  2.848680092e-05  -2.848680092e-05
12.08046609  2.763272413e-05  -2.763272413e-05
12.26122613  2.581362922e-05  -2.581362922e-05
12.52207505  2.34154002e-05  -2.34154002e-05
12.83472104  2.086016254e-05  -2.086016254e-05
13.16527896  1.849274945e-05  -1.849274945e-05
13.47792495  1.652987242e-05  -1.652987242e-05
13.73877387  1.507272217e-05  -1.507272217e-05
13.91953391  1.414933187e-05  -1.414933187e-05
14  1.375936014e-05  -1.375936014e-05
14.08046609  1.338174584e-05  -1.338174584e-05
14.26122613  1.25763613e-05  -1.25763613e-05
14.52207505  1.151121041e-05  -1.151121041e-05
14.83472104  1.037012079e-05  -1.037012079e-05
15.16527896  9.304851017e-06  -9.304851017e-06
15.47792495  8.413784322e-06  -8.413784322e-06
15.73877387  7.746534669e-06  -7.746534669e-06
15.91953391  7.320694024e-06  -7.320694024e-06
16  7.140070194e-06  -7.140070194e-06
16.08046609  6.964698023e-06  -6.964698023e-06
16.26122613  6.589007667e-06  -6.589007667e-06
16.52207505  6.088354529e-06  -6.088354529e-06
16.83472104  5.546577535e-06  -5.546577535e-06
17.16527896  5.034955798e-06  -5.034955798e-06
17.47792495  4.60200915e-06  -4.60200915e-06
17.73877387  4.274432992e-06  -4.274432992e-06
17.91953391  4.063701593e-06  -4.063701593e-06
18  3.973897428e-06  -3.973897428e-06
18.08046609  3.886454083e-06  -3.886454083e-06
18.26122613  3.698264005e-06  -3.698264005e-06
18.52207505  3.445528521e-06  -3.445528521e-06
18.83472104  3.169297182e-06  -3.169297182e-06
19.16527896  2.905554228e-06  -2.905554228e-06
19.47792495  2.679941866e-06  -2.679941866e-06
19.73877387  2.507615328e-06  -2.507615328e-06
19.91953391  2.395959027e-06  -2.395959027e-06
20  2.348176321e-06  -2.348176321e-06
20.08046609  2.301531124e-06  -2.301531124e-06
20.26122613  2.200734229e-06  -2.200734229e-06
20.52207505  2.064441564e-06  -2.064441564e-06
20.83472104  1.914180064e-06  -1.914180064e-06
21.16527896  1.769340522e-06  -1.769340522e-06
21.47792495  1.644285859e-06  -1.644285859e-06
21.73877387  1.547992049e-06  -1.547992049e-06
21.91953391  1.485218358e-06  -1.485218358e-06
22  1.458258983e-06  -1.458258983e-06
22.08046609  1.431884508e-06  -1.431884508e-06
22.26122613  1.374693941e-06  -1.374693941e-06
22.52207505  1.296916924e-06  -1.296916924e-06
22.83472104  1.210537476e-06  -1.210537476e-06
23.16527896  1.126603975e-06  -1.126603975e-06
23.47792495  1.053566582e-06  -1.053566582e-06
23.73877387  9.969426472e-07  -9.969426472e-07
23.91953391  9.598395492e-07  -9.598395492e-07
24  9.43857089e-07  -9.43857089e-07
24.08046609  9.281928909e-07  -9.281928909e-07
24.26122613  8.941274325e-07  -8.941274325e-07
24.52207505  8.475740057e-07  -8.475740057e-07
24.83472104  7.955506319e-07  -7.955506319e-07
25.16527896  7.446564453e-07  -7.446564453e-07
25.47792495  7.000752921e-07  -7.000752921e-07
25.73877387  6.653129276e-07  -6.653129276e-07
25.91953391  6.424353338e-07  -6.424353338e-07
26  6.325555449e-07  -6.325555449e-07
26.08046609  6.228575177e-07  -6.228575177e-07
26.26122613  6.01714601e-07  -6.01714601e-07
26.52207505  5.72701291e-07  -5.72701291e-07
26.83472104  5.40107668e-07  -5.40107668e-07
27.16527896  5.080366107e-07  -5.080366107e-07
27.47792495  4.79784545e-07  -4.79784545e-07
27.73877387  4.576459895e-07  -4.576459895e-07
27.91953391  4.430218703e-07  -4.430218703e-07
28  4.366926058e-07  -4.366926058e-07
28.08046609  4.304715396e-07  -4.304715396e-07
28.26122613  4.168799632e-07  -4.168799632e-07
28.52207505  3.981625902e-07  -3.981625902e-07
28.83472104  3.770398849e-07  -3.770398849e-07
29.16527896  3.561520174e-07  -3.561520174e-07
29.47792495  3.376615039e-07  -3.376615039e-07
29.73877387  3.231103055e-07  -3.231103055e-07
29.91953391  3.134671162e-07  -3.134671162e-07
30  3.092856963e-07  -3.092856963e-07
30.08046609  3.051710305e-07  -3.051710305e-07
30.26122613  2.961648473e-07  -2.961648473e-07
30.52207505  2.837238464e-07  -2.837238464e-07
30.83472104  2.69628629e-07  -2.69628629e-07
31.16527896  2.556295365e-07  -2.556295365e-07
31.47792495  2.431843652e-07  -2.431843652e-07
31.73877387  2.333540829e-07  -2.333540829e-07
31.91953391  2.268210855e-07  -2.268210855e-07
32  2.239836094e-07  -2.239836094e-07
32.08046609  2.211886223e-07  -2.211886223e-07
32.26122613  2.150610613e-07  -2.150610613e-07
32.52207505  2.06573636e-07  -2.06573636e-07
32.83472104  1.969243761e-07  -1.969243761e-07
33.16527896  1.873043487e-07  -1.873043487e-07
33.47792495  1.787201321e-07  -1.787201321e-07
33.73877387  1.719173298e-07  -1.719173298e-07
33.91953391  1.67385084e-07  -1.67385084e-07
34  1.654137278e-07  -1.654137278e-07
34.08046609  1.63470167e-07  -1.63470167e-07
34.26122613  1.592031395e-07  -1.592031395e-07
34.52207505  1.532786522e-07  -1.532786522e-07
