#L=8 M=-1
#R     Re(V)   Im(V)

0.08046609183  -1.351195134e-15  1.168485891e-15
0.2612261349  -2.741555891e-12  -2.741694929e-12
0.5220750502  -7.002418157e-10  -7.002414093e-10
0.8347210423  -3.011928715e-08  -3.011928654e-08
1.165278958  -4.392573823e-07  -4.392573801e-07
1.47792495  -2.980339703e-06  -2.980339705e-06
1.738773865  -1.108232255e-05  -1.108232255e-05
1.919533908  -2.469125981e-05  -2.469125981e-05
2  -3.445211262e-05  -3.445211262e-05
2.080466092  -4.745799382e-05  -4.745799382e-05
2.261226135  -9.344089972e-05  -9.344089972e-05
2.52207505  -0.0002275225085  -0.0002275225085
2.834721042  -0.0005914373782  -0.0005914373782
3.165278958  -0.001460393812  -0.001460393812
3.47792495  -0.003163394547  -0.003163394547
3.738773865  -0.005725335412  -0.005725335412
3.919533908  -0.008428329477  -0.008428329477
4  -0.009951856811  -0.009951856811
4.080466092  -0.008273058152  -0.008273058152
4.261226135  -0.005517199066  -0.005517199066
4.52207505  -0.003141730795  -0.003141730795
4.834721042  -0.001645538628  -0.001645538628
5.165278958  -0.0008531305967  -0.0008531305967
5.47792495  -0.000467367524  -0.000467367524
5.738773865  -0.0002859099213  -0.0002859099213
5.919533908  -0.0002042011834  -0.0002042011834
6  -0.0001759160302  -0.0001759160302
6.080466092  -0.0001515961339  -0.0001515961339
6.261226135  -0.0001085916453  -0.0001085916453
6.52207505  -6.705243924e-05  -6.705243924e-05
6.834721042  -3.736481096e-05  -3.736481096e-05
7.165278958  -1.974548033e-05  -1.974548033e-05
7.47792495  -1.041158351e-05  -1.041158351e-05
7.738773865  -5.799755379e-06  -5.799755379e-06
7.919533908  -3.683257513e-06  -3.683257513e-06
8  -2.94885564e-06  -2.94885564e-06
8.080466092  -2.31896635e-06  -2.31896635e-06
8.261226135  -1.216874082e-06  -1.216874082e-06
8.52207505  -1.926289293e-07  -1.926289293e-07
8.834721042  4.668575897e-07  4.668575897e-07
9.165278958  7.723987818e-07  7.723987818e-07
9.47792495  8.586814745e-07  8.586814744e-07
9.738773865  8.493272275e-07  8.493272275e-07
9.919533908  8.184305208e-07  8.184305208e-07
10  8.005956812e-07  8.005956812e-07
10.08046609  7.809581595e-07  7.809581595e-07
10.26122613  7.32297563e-07  7.32297563e-07
10.52207505  6.56664484e-07  6.56664484e-07
10.83472104  5.660490758e-07  5.660490758e-07
11.16527896  4.769369903e-07  4.769369903e-07
11.47792495  4.019525654e-07  4.019525654e-07
11.73877387  3.469074068e-07  3.469074068e-07
11.91953391  3.127077622e-07  3.127077622e-07
12  2.984832938e-07  2.984832938e-07
12.08046609  2.848540349e-07  2.848540349e-07
12.26122613  2.563226979e-07  2.563226979e-07
12.52207505  2.198992124e-07  2.198992124e-07
12.83472104  1.828487222e-07  1.828487222e-07
13.16527896  1.504165803e-07  1.504165803e-07
13.47792495  1.251099344e-07  1.251099344e-07
13.73877387  1.07358608e-07  1.07358608e-07
13.91953391  9.660420012e-08  9.660420012e-08
14  9.218353764e-08  9.218353764e-08
14.08046609  8.79737043e-08  8.79737043e-08
14.26122613  7.923426555e-08  7.923426555e-08
14.52207505  6.819796376e-08  6.819796376e-08
14.83472104  5.707259751e-08  5.707259751e-08
15.16527896  4.737979039e-08  4.737979039e-08
15.47792495  3.981835132e-08  3.981835132e-08
15.73877387  3.449969898e-08  3.449969898e-08
15.91953391  3.126554875e-08  3.126554875e-08
16  2.993249565e-08  2.993249565e-08
16.08046609  2.86606556e-08  2.86606556e-08
16.26122613  2.60117289e-08  2.60117289e-08
16.52207505  2.264588992e-08  2.264588992e-08
16.83472104  1.922189704e-08  1.922189704e-08
17.16527896  1.620462108e-08  1.620462108e-08
17.47792495  1.382142796e-08  1.382142796e-08
17.73877387  1.212529502e-08  1.212529502e-08
17.91953391  1.108416887e-08  1.108416887e-08
18  1.065258975e-08  1.065258975e-08
18.08046609  1.023938088e-08  1.023938088e-08
18.26122613  9.373852084e-09  9.373852084e-09
18.52207505  8.263277085e-09  8.263277085e-09
18.83472104  7.118849902e-09  7.118849902e-09
19.16527896  6.095461765e-09  6.095461765e-09
19.47792495  5.275084661e-09  5.275084661e-09
19.73877387  4.683426774e-09  4.683426774e-09
19.91953391  4.31652511e-09  4.31652511e-09
20  4.16351213e-09  4.16351213e-09
20.08046609  4.016472272e-09  4.016472272e-09
20.26122613  3.706651006e-09  3.706651006e-09
20.52207505  3.30513729e-09  3.30513729e-09
20.83472104  2.886031648e-09  2.886031648e-09
21.16527896  2.505856577e-09  2.505856577e-09
21.47792495  2.196758786e-09  2.196758786e-09
21.73877387  1.971043955e-09  1.971043955e-09
21.91953391  1.829739555e-09  1.829739555e-09
22  1.77048127e-09  1.77048127e-09
22.08046609  1.713343666e-09  1.713343666e-09
22.26122613  1.592299611e-09  1.592299611e-09
22.52207505  1.434006286e-09  1.434006286e-09
22.83472104  1.266850465e-09  1.266850465e-09
23.16527896  1.113270329e-09  1.113270329e-09
23.47792495  9.868264214e-10  9.868264214e-10
23.73877387  8.934723047e-10  8.934723048e-10
23.91953391  8.345410587e-10  8.345410587e-10
24  8.097065986e-10  8.097065986e-10
24.08046609  7.856900244e-10  7.856900244e-10
24.26122613  7.345708478e-10  7.345708478e-10
24.52207505  6.671905312e-10  6.671905312e-10
24.83472104  5.953159792e-10  5.953159792e-10
25.16527896  5.285417138e-10  5.285417138e-10
25.47792495  4.729651151e-10  4.729651152e-10
25.73877387  4.31541116e-10  4.31541116e-10
25.91953391  4.052028735e-10  4.052028735e-10
26  3.940568118e-10  3.940568118e-10
26.08046609  3.832503018e-10  3.832503018e-10
26.26122613  3.601546975e-10  3.601546975e-10
26.52207505  3.295041183e-10  3.295041183e-10
26.83472104  2.965232692e-10  2.965232692e-10
27.16527896  2.655880803e-10  2.655880804e-10
27.47792495  2.395981145e-10  2.395981145e-10
27.73877387  2.200671859e-10  2.200671859e-10
27.91953391  2.075717498e-10  2.075717498e-10
28  2.022646007e-10  2.022646007e-10
28.08046609  1.971077828e-10  1.971077828e-10
28.26122613  1.860477569e-10  1.86047757e-10
28.52207505  1.712830685e-10  1.712830685e-10
28.83472104  1.552757906e-10  1.552757905e-10
29.16527896  1.40136478e-10  1.40136478e-10
29.47792495  1.27313626e-10  1.273136261e-10
29.73877387  1.176088453e-10  1.176088453e-10
29.91953391  1.113664465e-10  1.113664465e-10
30  1.087067696e-10  1.087067696e-10
30.08046609  1.061174809e-10  1.061174809e-10
30.26122613  1.005470888e-10  1.005470888e-10
30.52207505  9.307262001e-11  9.307262e-11
30.83472104  8.491579413e-11  8.491579414e-11
31.16527896  7.71453456e-11  7.714534557e-11
31.47792495  7.051705885e-11  7.051705883e-11
31.73877387  6.546932291e-11  6.546932292e-11
31.91953391  6.220715595e-11  6.220715595e-11
32  6.081342118e-11  6.081342118e-11
32.08046609  5.945429579e-11  5.945429579e-11
32.26122613  5.652251632e-11  5.652251633e-11
32.52207505  5.257086725e-11  5.257086725e-11
32.83472104  4.823357466e-11  4.823357465e-11
33.16527896  4.407543262e-11  4.407543262e-11
33.47792495  4.050631421e-11  4.050631423e-11
33.73877387  3.77733824e-11  3.777338241e-11
33.91953391  3.599984778e-11  3.599984777e-11
34  3.52402759e-11  3.524027592e-11
34.08046609  3.449846943e-11  3.449846941e-11
34.26122613  3.289451265e-11  3.289451264e-11
34.52207505  3.072398545e-11  3.072398547e-11
34.83472104  2.832947734e-11  2.832947734e-11
