#L=3 M=0
#R     Re(V)   Im(V)

0.08046609183  -1.320255296e-06  0
0.2612261349  -4.519847428e-05  0
0.5220750502  -0.0003615048177  0
0.8347210423  -0.001483480858  0
1.165278958  -0.004061170384  0
1.47792495  -0.008349775472  0
1.738773865  -0.01370328307  0
1.919533908  -0.01854901274  0
2  -0.02104135112  0
2.080466092  -0.02375534135  0
2.261226135  -0.03071728832  0
2.52207505  -0.04309500951  0
2.834721042  -0.06207982228  0
3.165278958  -0.08785455787  0
3.47792495  -0.1184410908  0
3.738773865  -0.1491548978  0
3.919533908  -0.1734545392  0
4  -0.1851059804  0
4.080466092  -0.169696056  0
4.261226135  -0.1402297994  0
4.52207505  -0.1076022357  0
4.834721042  -0.07951669675  0
5.165278958  -0.05870758022  0
5.47792495  -0.04470617618  0
5.738773865  -0.03598179961  0
5.919533908  -0.03111871614  0
6  -0.02921011436  0
6.080466092  -0.02744090116  0
6.261226135  -0.02391718666  0
6.52207505  -0.01975109866  0
6.834721042  -0.01586673904  0
7.165278958  -0.01273641729  0
7.47792495  -0.01045584398  0
7.738773865  -0.008934928921  0
7.919533908  -0.008043047179  0
8  -0.007682560306  0
8.080466092  -0.007342454986  0
8.261226135  -0.006645920994  0
8.52207505  -0.005783292988  0
8.834721042  -0.004930202518  0
9.165278958  -0.004197143547  0
9.47792495  -0.003628875181  0
9.738773865  -0.003229095332  0
9.919533908  -0.002985133825  0
10  -0.002884233929  0
10.08046609  -0.002787719001  0
10.26122613  -0.002585716646  0
10.52207505  -0.002326433928  0
10.83472104  -0.00205831925  0
11.16527896  -0.001816726456  0
11.47792495  -0.001620877982  0
11.73877387  -0.001477826881  0
11.91953391  -0.001388104291  0
12  -0.001350411589  0
12.08046609  -0.001314019939  0
12.26122613  -0.001236733167  0
12.52207505  -0.001135143374  0
12.83472104  -0.001026976679  0
13.16527896  -0.0009264738053  0
13.47792495  -0.000842639258  0
13.73877387  -0.0007799289372  0
13.91953391  -0.0007399082862  0
14  -0.0007229286036  0
14.08046609  -0.000706438122  0
14.26122613  -0.0006710903259  0
14.52207505  -0.0006239195606  0
14.83472104  -0.0005727492535  0
15.16527896  -0.0005242583092  0
15.47792495  -0.0004830531664  0
15.73877387  -0.0004517457272  0
15.91953391  -0.0004315350836  0
16  -0.0004229035865  0
16.08046609  -0.0004144875661  0
16.26122613  -0.0003963343946  0
16.52207505  -0.0003718591476  0
16.83472104  -0.0003449660257  0
17.16527896  -0.0003191288386  0
17.47792495  -0.0002968844561  0
17.73877387  -0.0002797933871  0
17.91953391  -0.0002686681439  0
18  -0.0002638939561  0
18.08046609  -0.0002592254535  0
18.26122613  -0.0002491091156  0
