#L=8 M=2
#R     Re(V)   Im(V)

0.08046609183  4.03200491e-13  -1.096289016e-15
0.2612261349  4.976875256e-09  -1.582045513e-12
0.5220750502  1.267971528e-06  -4.040440418e-10
0.8347210423  5.425087115e-05  -1.737903674e-08
1.165278958  0.0007846586698  -2.534545458e-07
1.47792495  0.005268590896  -1.719676618e-06
1.738773865  0.01938261491  -6.394576745e-06
1.919533908  0.04281789759  -1.424704088e-05
2  0.05926908029  -1.967022058e-05
2.080466092  0.04168381785  -2.738359765e-05
2.261226135  0.01963841671  -5.391604527e-05
2.52207505  0.007304004312  -0.0001312820607
2.834721042  0.002520232842  -0.0003412634569
3.165278958  0.0009160318104  -0.0008426573281
3.47792495  0.0003826198776  -0.001825300528
3.738773865  0.0001942793037  -0.003303558122
3.919533908  0.0001242635187  -0.004863204389
4  0.0001023914852  -0.005742290196
4.080466092  8.462680133e-05  -0.004773611761
4.261226135  5.572952507e-05  -0.003183462012
4.52207505  3.119153208e-05  -0.001812800393
4.834721042  1.602392116e-05  -0.0009494871672
5.165278958  8.150738835e-06  -0.0004922622535
5.47792495  4.390249362e-06  -0.0002696742931
5.738773865  2.649731428e-06  -0.0001649720016
5.919533908  1.875313727e-06  -0.0001178254949
6  1.609077688e-06  -0.0001015047658
6.080466092  1.381089586e-06  -8.747201751e-05
6.261226135  9.804597458e-07  -6.265813024e-05
6.52207505  5.975047672e-07  -3.86897211e-05
6.834721042  3.274584113e-07  -2.15597543e-05
7.165278958  1.695880998e-07  -1.139327869e-05
7.47792495  8.724858603e-08  -6.007555678e-06
7.738773865  4.716754758e-08  -3.346498958e-06
7.919533908  2.900600375e-08  -2.125265054e-06
8  2.275650915e-08  -1.701510095e-06
8.080466092  1.742519573e-08  -1.338059619e-06
8.261226135  8.183511756e-09  -7.021447596e-07
8.52207505  -2.445327182e-10  -1.111482242e-07
8.834721042  -5.482258962e-09  2.693800575e-07
9.165278958  -7.724799267e-09  4.456794381e-07
9.47792495  -8.180611052e-09  4.954651484e-07
9.738773865  -7.913917958e-09  4.900676832e-07
9.919533908  -7.543191238e-09  4.722400698e-07
10  -7.348625795e-09  4.619492441e-07
10.08046609  -7.141682055e-09  4.506182583e-07
10.26122613  -6.648051435e-09  4.225407576e-07
10.52207505  -5.910837909e-09  3.78899948e-07
