#L=8 M=-3
#R     Re(V)   Im(V)

0.08046609183  -8.147068155e-16  -6.504980668e-17
0.2612261349  -3.213016027e-12  3.212830004e-12
0.5220750502  -8.20617474e-10  8.206171699e-10
0.8347210423  -3.529699069e-08  3.529699057e-08
1.165278958  -5.147686159e-07  5.147686159e-07
1.47792495  -3.492679722e-06  3.492679723e-06
1.738773865  -1.298744676e-05  1.298744676e-05
1.919533908  -2.893584995e-05  2.893584995e-05
2  -4.037465762e-05  4.037465762e-05
2.080466092  -5.561633541e-05  5.561633541e-05
2.261226135  -0.0001095040056  0.0001095040056
2.52207505  -0.0002666351258  0.0002666351258
2.834721042  -0.0006931093575  0.0006931093575
3.165278958  -0.001711445124  0.001711445124
3.47792495  -0.003707202898  0.003707202898
3.738773865  -0.006709558264  0.006709558264
3.919533908  -0.009877214806  0.009877214806
4  -0.01166264652  0.01166264652
4.080466092  -0.009695251318  0.009695251318
4.261226135  -0.006465641911  0.006465641911
4.52207505  -0.003681815004  0.003681815004
4.834721042  -0.001928417553  0.001928417553
5.165278958  -0.0009997893632  0.0009997893632
5.47792495  -0.0005477110785  0.0005477110785
5.738773865  -0.0003350597191  0.0003350597191
5.919533908  -0.0002393047113  0.0002393047113
6  -0.000206157154  0.000206157154
6.080466092  -0.0001776565074  0.0001776565074
6.261226135  -0.0001272592641  0.0001272592641
6.52207505  -7.857919502e-05  7.857919502e-05
6.834721042  -4.378806798e-05  4.378806798e-05
7.165278958  -2.313985841e-05  2.313985841e-05
7.47792495  -1.220140326e-05  1.220140326e-05
7.738773865  -6.796771515e-06  6.796771515e-06
7.919533908  -4.31643373e-06  4.31643373e-06
8  -3.45578334e-06  3.45578334e-06
8.080466092  -2.717611933e-06  2.717611933e-06
8.261226135  -1.426062748e-06  1.426062748e-06
8.52207505  -2.257431105e-07  2.257431105e-07
8.834721042  5.471134832e-07  -5.471134832e-07
9.165278958  9.051792179e-07  -9.051792179e-07
9.47792495  1.006294473e-06  -1.006294473e-06
9.738773865  9.953321698e-07  -9.953321698e-07
9.919533908  9.591241159e-07  -9.591241159e-07
10  9.3822335e-07  -9.3822335e-07
10.08046609  9.15210009e-07  -9.15210009e-07
10.26122613  8.581843356e-07  -8.581843356e-07
10.52207505  7.695494323e-07  -7.695494323e-07
10.83472104  6.633566388e-07  -6.633566388e-07
11.16527896  5.589255991e-07  -5.589255991e-07
11.47792495  4.710508579e-07  -4.710508579e-07
11.73877387  4.06543074e-07  -4.06543074e-07
11.91953391  3.664642853e-07  -3.664642853e-07
12  3.497945373e-07  -3.497945373e-07
12.08046609  3.33822319e-07  -3.33822319e-07
12.26122613  3.003862573e-07  -3.003862573e-07
12.52207505  2.577013349e-07  -2.577013349e-07
12.83472104  2.142816214e-07  -2.142816214e-07
13.16527896  1.762741808e-07  -1.762741808e-07
13.47792495  1.466171559e-07  -1.466171559e-07
13.73877387  1.258142596e-07  -1.258142596e-07
13.91953391  1.132110982e-07  -1.132110982e-07
14  1.080304947e-07  -1.080304947e-07
14.08046609  1.030969633e-07  -1.030969633e-07
14.26122613  9.285515748e-08  -9.285515748e-08
14.52207505  7.992164275e-08  -7.992164275e-08
14.83472104  6.688375279e-08  -6.688375279e-08
15.16527896  5.55246883e-08  -5.55246883e-08
15.47792495  4.666338807e-08  -4.666338807e-08
15.73877387  4.043042438e-08  -4.043042438e-08
15.91953391  3.664030243e-08  -3.664030243e-08
16  3.507808873e-08  -3.507808873e-08
16.08046609  3.3587611e-08  -3.3587611e-08
16.26122613  3.048331636e-08  -3.048331636e-08
16.52207505  2.653886749e-08  -2.653886749e-08
16.83472104  2.25262677e-08  -2.25262677e-08
17.16527896  1.899030214e-08  -1.899030214e-08
17.47792495  1.619742243e-08  -1.619742243e-08
17.73877387  1.420971307e-08  -1.420971307e-08
17.91953391  1.298961048e-08  -1.298961048e-08
18  1.248384007e-08  -1.248384007e-08
18.08046609  1.199959787e-08  -1.199959787e-08
18.26122613  1.098527897e-08  -1.098527897e-08
18.52207505  9.683788822e-09  -9.683788822e-09
18.83472104  8.342627071e-09  -8.342627071e-09
19.16527896  7.143311775e-09  -7.143311775e-09
19.47792495  6.181906446e-09  -6.181906446e-09
19.73877387  5.488538672e-09  -5.488538673e-09
19.91953391  5.058564196e-09  -5.058564196e-09
20  4.879247278e-09  -4.879247278e-09
20.08046609  4.7069303e-09  -4.7069303e-09
20.26122613  4.343848719e-09  -4.343848719e-09
20.52207505  3.873312152e-09  -3.873312152e-09
20.83472104  3.382159489e-09  -3.382159489e-09
21.16527896  2.936629821e-09  -2.936629821e-09
21.47792495  2.574396084e-09  -2.574396084e-09
21.73877387  2.309879388e-09  -2.309879388e-09
21.91953391  2.144283831e-09  -2.144283831e-09
22  2.074838657e-09  -2.074838657e-09
22.08046609  2.007878722e-09  -2.007878722e-09
22.26122613  1.866026397e-09  -1.866026397e-09
22.52207505  1.680521408e-09  -1.680521408e-09
22.83472104  1.484630401e-09  -1.484630401e-09
23.16527896  1.304648828e-09  -1.304648828e-09
23.47792495  1.156468381e-09  -1.15646838e-09
23.73877387  1.047066077e-09  -1.047066077e-09
23.91953391  9.780041614e-10  -9.780041614e-10
24  9.489004939e-10  -9.489004939e-10
24.08046609  9.207553125e-10  -9.207553126e-10
24.26122613  8.60848413e-10  -8.60848413e-10
24.52207505  7.818849763e-10  -7.818849763e-10
24.83472104  6.976547155e-10  -6.976547156e-10
25.16527896  6.194015144e-10  -6.194015143e-10
25.47792495  5.542709325e-10  -5.542709325e-10
25.73877387  5.057258751e-10  -5.05725875e-10
25.91953391  4.748599153e-10  -4.748599153e-10
26  4.617977723e-10  -4.617977723e-10
26.08046609  4.49133552e-10  -4.49133552e-10
26.26122613  4.220676612e-10  -4.220676612e-10
26.52207505  3.861480457e-10  -3.861480457e-10
26.83472104  3.474975715e-10  -3.474975715e-10
27.16527896  3.1124442e-10  -3.1124442e-10
27.47792495  2.807866079e-10  -2.807866079e-10
27.73877387  2.578981841e-10  -2.578981841e-10
27.91953391  2.432547002e-10  -2.432547002e-10
28  2.370352173e-10  -2.370352172e-10
28.08046609  2.309919084e-10  -2.309919085e-10
28.26122613  2.180305913e-10  -2.180305914e-10
28.52207505  2.007277557e-10  -2.007277557e-10
28.83472104  1.819687212e-10  -1.819687212e-10
29.16527896  1.642268612e-10  -1.642268612e-10
29.47792495  1.491996766e-10  -1.491996766e-10
29.73877387  1.378265802e-10  -1.378265802e-10
29.91953391  1.305110719e-10  -1.305110719e-10
30  1.27394179e-10  -1.27394179e-10
30.08046609  1.243597745e-10  -1.243597745e-10
30.26122613  1.178317954e-10  -1.178317954e-10
30.52207505  1.090724162e-10  -1.090724162e-10
30.83472104  9.951337827e-11  -9.951337829e-11
31.16527896  9.04071384e-11  -9.040713839e-11
31.47792495  8.263940553e-11  -8.263940557e-11
31.73877387  7.672393059e-11  -7.672393057e-11
31.91953391  7.290097564e-11  -7.290097563e-11
32  7.12676487e-11  -7.126764867e-11
32.08046609  6.96748807e-11  -6.967488074e-11
32.26122613  6.623910903e-11  -6.623910903e-11
32.52207505  6.160814548e-11  -6.160814549e-11
32.83472104  5.652524369e-11  -5.65252437e-11
33.16527896  5.165228968e-11  -5.165228968e-11
33.47792495  4.746961631e-11  -4.746961632e-11
33.73877387  4.426687556e-11  -4.426687557e-11
33.91953391  4.218845864e-11  -4.218845862e-11
34  4.129831136e-11  -4.129831137e-11
34.08046609  4.042898345e-11  -4.042898345e-11
34.26122613  3.854929593e-11  -3.854929595e-11
34.52207505  3.600564085e-11  -3.600564086e-11
34.83472104  3.319950102e-11  -3.319950102e-11
35.16527896  3.049411248e-11  -3.049411249e-11
35.47792495  2.81590962e-11  -2.815909619e-11
35.73877387  2.636245041e-11  -2.63624504e-11
35.91953391  2.51922166e-11  -2.519221659e-11
36  2.468994424e-11  -2.468994427e-11
36.08046609  2.419877408e-11  -2.419877407e-11
36.26122613  2.313450721e-11  -2.313450721e-11
36.52207505  2.168920445e-11  -2.168920446e-11
36.83472104  2.008751255e-11  -2.008751254e-11
37.16527896  1.853557472e-11  -1.853557471e-11
37.47792495  1.718948223e-11  -1.718948224e-11
37.73877387  1.614925751e-11  -1.614925749e-11
37.91953391  1.546948008e-11  -1.546948008e-11
38  1.517715129e-11  -1.51771513e-11
38.08046609  1.489094758e-11  -1.489094759e-11
38.26122613  1.426962901e-11  -1.426962901e-11
38.52207505  1.342318503e-11  -1.342318502e-11
38.83472104  1.248133169e-11  -1.24813317e-11
39.16527896  1.156462663e-11  -1.156462663e-11
39.47792495  1.076598524e-11  -1.076598524e-11
39.73877387  1.014641144e-11  -1.014641143e-11
39.91953391  9.740325682e-12  -9.740325682e-12
40  9.565390696e-12  -9.565390705e-12
40.08046609  9.393939678e-12  -9.393939678e-12
40.26122613  9.021103461e-12  -9.021103461e-12
40.52207505  8.511724285e-12  -8.511724285e-12
40.83472104  7.942848856e-12  -7.942848856e-12
41.16527896  7.386914487e-12  -7.386914487e-12
41.47792495  6.900641145e-12  -6.900641145e-12
