#L=6 M=6
#R     Re(V)   Im(V)

0.08046609183  -4.818026555e-10  -3.727325671e-13
0.2612261349  -5.643084514e-07  -4.68043878e-10
0.5220750502  -3.601713973e-05  -2.999537251e-08
0.8347210423  -0.0006035778423  -5.069292143e-07
1.165278958  -0.004487630589  -3.818982783e-06
1.47792495  -0.01876994881  -1.623862407e-05
1.738773865  -0.04997644253  -4.396889568e-05
1.919533908  -0.09069524498  -8.086225708e-05
2  -0.1158052066  -0.0001051602177
2.080466092  -0.08795967017  -0.000133054202
2.261226135  -0.04880534625  -0.0002232390208
2.52207505  -0.02244164457  -0.0004413542234
2.834721042  -0.009679382865  -0.0009196184701
3.165278958  -0.0043201948  -0.001846002993
3.47792495  -0.002138535961  -0.003354299723
3.738773865  -0.00123148628  -0.005307215793
3.919533908  -0.0008528609114  -0.007156914233
4  -0.0007266695575  -0.008137503871
4.080466092  -0.0006203281156  -0.007003717792
4.261226135  -0.0004374892599  -0.005028308242
4.52207505  -0.0002677139303  -0.003153873592
4.834721042  -0.0001508020431  -0.001827852022
5.165278958  -8.304019312e-05  -0.001036849695
5.47792495  -4.731638794e-05  -0.0006081542832
5.738773865  -2.944002276e-05  -0.0003884071224
5.919533908  -2.105057525e-05  -0.0002833547097
6  -1.808270375e-05  -0.0002457782903
6.080466092  -1.550064223e-05  -0.0002128674432
6.261226135  -1.085825421e-05  -0.0001530587704
6.52207505  -6.270210392e-06  -9.282403302e-05
6.834721042  -2.931733632e-06  -4.780351441e-05
7.165278958  -9.522585277e-07  -2.01450515e-05
7.47792495  6.073829419e-08  -5.318344768e-06
7.738773865  5.23329449e-07  1.872634744e-06
7.919533908  7.122156678e-07  5.028686824e-06
8  7.709160802e-07  6.074492055e-06
8.080466092  8.1688929e-07  6.937716664e-06
8.261226135  8.823289305e-07  8.326139211e-06
8.52207505  9.095878946e-07  9.327118692e-06
8.834721042  8.781832097e-07  9.524711213e-06
9.165278958  8.058938009e-07  9.066686254e-06
9.47792495  7.225064565e-07  8.323277585e-06
9.738773865  6.506516847e-07  7.607783169e-06
9.919533908  6.019511839e-07  7.098340014e-06
10  5.808251634e-07  6.872514139e-06
10.08046609  5.601139976e-07  6.648624551e-06
10.26122613  5.152912855e-07  6.156463364e-06
10.52207505  4.552125068e-07  5.48246977e-06
10.83472104  3.907873909e-07  4.744073868e-06
11.16527896  3.31548431e-07  4.052637997e-06
11.47792495  2.833519693e-07  3.482114081e-06
11.73877387  2.484197571e-07  3.064417087e-06
11.91953391  2.267646451e-07  2.803778227e-06
12  2.177481348e-07  2.694879942e-06
12.08046609  2.09096405e-07  2.590181344e-06
12.26122613  1.909228637e-07  2.369602973e-06
12.52207505  1.675309232e-07  2.08439863e-06
12.83472104  1.433909939e-07  1.78856693e-06
13.16527896  1.218308498e-07  1.523061984e-06
13.47792495  1.046101186e-07  1.310122794e-06
13.73877387  9.225001217e-08  1.156808026e-06
13.91953391  8.461963693e-08  1.061960664e-06
14  8.144678661e-08  1.022476313e-06
14.08046609  7.840353632e-08  9.845798534e-07
14.26122613  7.201148381e-08  9.049025105e-07
14.52207505  6.377425508e-08  8.020658551e-07
14.83472104  5.524254184e-08  6.953636423e-07
15.16527896  4.757351585e-08  5.99286451e-07
15.47792495  4.139644334e-08  5.217876223e-07
15.73877387  3.692367858e-08  4.656089118e-07
15.91953391  3.414176263e-08  4.306412618e-07
16  3.297958793e-08  4.160272203e-07
16.08046609  3.186161456e-08  4.019657117e-07
16.26122613  2.950204714e-08  3.722773043e-07
16.52207505  2.643555791e-08  3.33673136e-07
16.83472104  2.322300361e-08  2.932048438e-07
17.16527896  2.0296766e-08  2.563211813e-07
17.47792495  1.790752406e-08  2.261908495e-07
17.73877387  1.615602968e-08  2.040946014e-07
17.91953391  1.505617264e-08  1.902156298e-07
18  1.459407549e-08  1.843836764e-07
18.08046609  1.414800462e-08  1.787535409e-07
18.26122613  1.320125003e-08  1.668025428e-07
18.52207505  1.195914191e-08  1.511203896e-07
18.83472104  1.064179993e-08  1.344849368e-07
19.16527896  9.425326735e-09  1.191202543e-07
19.47792495  8.418523115e-09  1.064017349e-07
19.73877387  7.671577809e-09  9.696474519e-08
19.91953391  7.198237284e-09  9.098402552e-08
20  6.998300638e-09  8.845769099e-08
20.08046609  6.804670043e-09  8.601097751e-08
20.26122613  6.391559059e-09  8.079071962e-08
20.52207505  5.844828664e-09  7.38815958e-08
20.83472104  5.258476573e-09  6.647129777e-08
21.16527896  4.710324582e-09  5.954336213e-08
21.47792495  4.251152523e-09  5.373973635e-08
21.73877387  3.906887747e-09  4.938830505e-08
21.91953391  3.686980871e-09  4.660866476e-08
22  3.593659675e-09  4.542906273e-08
22.08046609  3.503026069e-09  4.428342433e-08
22.26122613  3.308783502e-09  4.182810862e-08
22.52207505  3.049766434e-09  3.85539603e-08
22.83472104  2.769291059e-09  3.500850112e-08
23.16527896  2.504303335e-09  3.165876407e-08
23.47792495  2.280027261e-09  2.882362889e-08
23.73877387  2.110355807e-09  2.667874444e-08
23.91953391  2.001234673e-09  2.529929183e-08
24  1.954743011e-09  2.471156643e-08
24.08046609  1.909481328e-09  2.413938875e-08
24.26122613  1.812103606e-09  2.290838015e-08
24.52207505  1.68141506e-09  2.125626283e-08
24.83472104  1.538734079e-09  1.945253285e-08
25.16527896  1.402713383e-09  1.773299266e-08
25.47792495  1.286573942e-09  1.626478122e-08
25.73877387  1.198034877e-09  1.514548531e-08
25.91953391  1.140761615e-09  1.442144519e-08
26  1.116277288e-09  1.411191768e-08
26.08046609  1.092391666e-09  1.380995876e-08
26.26122613  1.04083388e-09  1.315817149e-08
26.52207505  9.712580946e-10  1.227860188e-08
26.83472104  8.947635068e-10  1.131156435e-08
27.16527896  8.212762475e-10  1.038254417e-08
27.47792495  7.580561089e-10  9.583319423e-09
27.73877387  7.095424047e-10  8.970012043e-09
27.91953391  6.780039135e-10  8.57130414e-09
28  6.644819639e-10  8.400360346e-09
28.08046609  6.512673359e-10  8.233301677e-09
28.26122613  6.226623597e-10  7.871678927e-09
28.52207505  5.838777787e-10  7.381365967e-09
28.83472104  5.409780585e-10  6.839029441e-09
29.16527896  4.994903659e-10  6.314543574e-09
29.47792495  4.635662311e-10  5.860391902e-09
29.73877387  4.358417275e-10  5.509899631e-09
29.91953391  4.17740409e-10  5.281063332e-09
30  4.099600012e-10  5.182703653e-09
30.08046609  4.023447638e-10  5.086432053e-09
30.26122613  3.858199357e-10  4.877525672e-09
30.52207505  3.633222157e-10  4.593110151e-09
30.83472104  3.383063985e-10  4.276860897e-09
31.16527896  3.139737033e-10  3.969247632e-09
31.47792495  2.927842808e-10  3.701371523e-09
31.73877387  2.76349971e-10  3.493609414e-09
31.91953391  2.65579567e-10  3.357450249e-09
32  2.609399659e-10  3.298796532e-09
32.08046609  2.563927652e-10  3.241310939e-09
32.26122613  2.465042281e-10  3.116300308e-09
32.52207505  2.329929239e-10  2.945490748e-09
32.83472104  2.178999626e-10  2.754685914e-09
33.16527896  2.031444192e-10  2.568146709e-09
33.47792495  1.902307682e-10  2.404892659e-09
33.73877387  1.80171219e-10  2.277720089e-09
33.91953391  1.735566883e-10  2.194099358e-09
34  1.70701787e-10  2.158007766e-09
34.08046609  1.679004298e-10  2.122593079e-09
34.26122613  1.617968935e-10  2.045432326e-09
34.52207505  1.534306919e-10  1.939667013e-09
34.83472104  1.440469716e-10  1.821038254e-09
35.16527896  1.348317043e-10  1.704539074e-09
35.47792495  1.267310457e-10  1.602130749e-09
35.73877387  1.203962484e-10  1.522046397e-09
35.91953391  1.162186019e-10  1.469232692e-09
36  1.144123719e-10  1.446398379e-09
36.08046609  1.12638153e-10  1.423968747e-09
36.26122613  1.087659851e-10  1.375016899e-09
36.52207505  1.034433038e-10  1.307727692e-09
36.83472104  9.745156053e-11  1.231980224e-09
37.16527896  9.154375387e-11  1.157293875e-09
37.47792495  8.632999894e-11  1.091381714e-09
37.73877387  8.223865412e-11  1.039659036e-09
37.91953391  7.953340231e-11  1.00545931e-09
38  7.836196523e-11  9.906500303e-10
38.08046609  7.721020556e-11  9.760895113e-10
38.26122613  7.469272633e-11  9.442636013e-10
38.52207505  7.122341366e-11  9.004046363e-10
38.83472104  6.730528491e-11  8.508717497e-10
39.16527896  6.342813281e-11  8.018568886e-10
39.47792495  5.999433953e-11  7.584469588e-10
39.73877387  5.729137639e-11  7.242761656e-10
39.91953391  5.549990794e-11  7.016284657e-10
40  5.472308302e-11  6.918078642e-10
40.08046609  5.395865968e-11  6.821440434e-10
40.26122613  5.228553033e-11  6.609923834e-10
40.52207505  4.997453482e-11  6.317768352e-10
