#L=6 M=0
#R     Re(V)   Im(V)

0.08046609183  1.607236033e-09  0
0.2612261349  1.881762717e-06  0
0.5220750502  0.0001199683155  0
0.8347210423  0.002005951938  0
1.165278958  0.01486710331  0
1.47792495  0.06197030291  0
1.738773865  0.1645305803  0
1.919533908  0.2980491296  0
2  0.3812074317  0
2.080466092  0.2882026003  0
2.261226135  0.1577366156  0
2.52207505  0.06690495358  0
2.834721042  0.0162052414  0
3.165278958  -0.01757919133  0
3.47792495  -0.05009333477  0
3.738773865  -0.08502199471  0
3.919533908  -0.1160420838  0
4  -0.1321245169  0
4.080466092  -0.114705686  0
4.261226135  -0.08425624907  0
4.52207505  -0.05509200311  0
4.834721042  -0.03405401606  0
5.165278958  -0.02108723775  0
5.47792495  -0.01373347399  0
5.738773865  -0.009760991622  0
5.919533908  -0.007766451433  0
6  -0.00702913245  0
6.080466092  -0.00636941118  0
6.261226135  -0.005125999227  0
6.52207505  -0.003783832167  0
6.834721042  -0.002667692295  0
7.165278958  -0.001872970499  0
7.47792495  -0.001359348714  0
7.738773865  -0.00105062813  0
7.919533908  -0.0008832473161  0
8  -0.0008186232704  0
8.080466092  -0.0007593091244  0
8.261226135  -0.0006430240581  0
8.52207505  -0.000509168425  0
8.834721042  -0.0003886450142  0
9.165278958  -0.0002952782201  0
9.47792495  -0.0002299243009  0
9.738773865  -0.000187891225  0
9.919533908  -0.0001639314252  0
10  -0.0001544100931  0
10.08046609  -0.0001455198573  0
10.26122613  -0.0001276150592  0
10.52207505  -0.0001060680829  0
10.83472104  -8.555413463e-05  0
11.16527896  -6.86790544e-05  0
11.47792495  -5.616865511e-05  0
11.73877387  -4.771778152e-05  0
11.91953391  -4.272186281e-05  0
12  -4.069440519e-05  0
12.08046609  -3.877744243e-05  0
12.26122613  -3.483975289e-05  0
12.52207505  -2.994426849e-05  0
12.83472104  -2.508961944e-05  0
13.16527896  -2.091776769e-05  0
13.47792495  -1.769358493e-05  0
13.73877387  -1.543721975e-05  0
13.91953391  -1.406797234e-05  0
14  -1.35038797e-05  0
14.08046609  -1.296571419e-05  0
14.26122613  -1.184448926e-05  0
14.52207505  -1.041768386e-05  0
14.83472104  -8.96102502e-06  0
15.16527896  -7.669698197e-06  0
15.47792495  -6.641755939e-06  0
